key,species,scientificName,acceptedScientificName,taxonomicStatus,basisOfRecord,eventDate,year,countryCode,stateProvince,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,recordedBy,recordNumber,institutionCode,collectionCode,catalogNumber,typeStatus,identifiedBy,datasetName,datasetKey,occurrenceID,references,issues,media
2516125461,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1986-06-19,1986,ZZ,,,,,,,Veldhuizen J van,"Veldhuizen, J van 1153",,Botany,WAG.1665998,,,,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/WAG.1665998,,,https://medialib.naturalis.nl/file/id/WAG.1665998/format/large
2517479058,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1986-06-19,1986,ZZ,,,,,,,Veldhuizen J van,"Veldhuizen, J van 1153",,Botany,WAG.1665995,,,,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/WAG.1665995,,,https://medialib.naturalis.nl/file/id/WAG.1665995/format/large
1998382016,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1990-09-06,1990,PG,East Sepik,"Sitipa River, near Gahom village",,,,,W. N. Takeuchi,6735,A,A,barcode-01655779,,,Harvard University Herbaria: All Records,861e6afe-f762-11e1-a439-00145eb45e9a,123b92b9-e32d-4fb1-83d5-666b1c628840,http://data.huh.harvard.edu/123b92b9-e32d-4fb1-83d5-666b1c628840/image,,https://s3.amazonaws.com/huhspecimenimages/JPG/01655779.jpg
1998995715,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1991-07-26,1991,PG,Morobe,"Logging road near Markham Village, along the margin of Labu Swamp",-6.716667,146.883333,,,W. N. Takeuchi,7204,A,A,barcode-01655777,,,Harvard University Herbaria: All Records,861e6afe-f762-11e1-a439-00145eb45e9a,9c77ede4-4ad5-4e7c-be3c-d6a2c4863823,http://data.huh.harvard.edu/9c77ede4-4ad5-4e7c-be3c-d6a2c4863823/image,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84,https://s3.amazonaws.com/huhspecimenimages/JPG/01655777.jpg
1999101959,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1991-07-26,1991,PG,Morobe,"Logging road near Markham Village, along the margin of Labu Swamp",-6.716667,146.883333,,,W. N. Takeuchi,7204,A,A,barcode-01655766,,,Harvard University Herbaria: All Records,861e6afe-f762-11e1-a439-00145eb45e9a,b4818973-c420-4fdb-9915-c3be4b8e0ca9,http://data.huh.harvard.edu/b4818973-c420-4fdb-9915-c3be4b8e0ca9/image,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84,https://s3.amazonaws.com/huhspecimenimages/JPG/01655766.jpg
1998302861,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1994-08-16,1994,PG,East Sepik,near Langu village,-4.183333,142.733333,,,W. N. Takeuchi,10055,A,A,barcode-01655776,,,Harvard University Herbaria: All Records,861e6afe-f762-11e1-a439-00145eb45e9a,005b1564-f2eb-4c64-959f-3d54f58e8b93,http://data.huh.harvard.edu/005b1564-f2eb-4c64-959f-3d54f58e8b93/image,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84,https://s3.amazonaws.com/huhspecimenimages/JPG/01655774.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655775.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655776.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655778.jpg
1999147022,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1994-08-16,1994,PG,East Sepik,near Langu village,-4.183333,142.733333,,,W. N. Takeuchi,10055,A,A,barcode-01655775,,,Harvard University Herbaria: All Records,861e6afe-f762-11e1-a439-00145eb45e9a,bea22783-3aa6-4fa5-80e0-67a1484626a3,http://data.huh.harvard.edu/bea22783-3aa6-4fa5-80e0-67a1484626a3/image,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84,https://s3.amazonaws.com/huhspecimenimages/JPG/01655774.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655775.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655776.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655778.jpg
1999302866,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1994-08-16,1994,PG,East Sepik,near Langu village,-4.183333,142.733333,,,W. N. Takeuchi,10055,A,A,barcode-01655774,,,Harvard University Herbaria: All Records,861e6afe-f762-11e1-a439-00145eb45e9a,e214a838-3bce-4e84-b581-10a529ad1a63,http://data.huh.harvard.edu/e214a838-3bce-4e84-b581-10a529ad1a63/image,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84,https://s3.amazonaws.com/huhspecimenimages/JPG/01655774.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655775.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655776.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655778.jpg
1999414491,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1994-08-16,1994,PG,East Sepik,near Langu village,-4.183333,142.733333,,,W. N. Takeuchi,10055,A,A,barcode-01655778,,,Harvard University Herbaria: All Records,861e6afe-f762-11e1-a439-00145eb45e9a,fb2b0872-fdd5-4d5d-8d69-a7f9f71a8f7c,http://data.huh.harvard.edu/fb2b0872-fdd5-4d5d-8d69-a7f9f71a8f7c/image,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84,https://s3.amazonaws.com/huhspecimenimages/JPG/01655774.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655775.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655776.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655778.jpg
2513714050,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1994-08-16,1994,PG,New Guinea,"Near Langu village, through the adjacent swampland and ascending the buttress ridge to the mountain above.",-4.18333,142.73333,,,Takeuchi WN; Wiakabu J,"Takeuchi, WN; Wiakabu, J 10055",,Botany,L.1415506,,,,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1415506,,,https://medialib.naturalis.nl/file/id/L.1415506/format/large
2513715474,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1994-08-16,1994,PG,New Guinea,"Near Langu village, through the adjacent swampland and ascending the buttress ridge to the mountain above.",-4.18333,142.73333,,,Takeuchi WN; Wiakabu J,"Takeuchi, WN; Wiakabu, J 10055",,Botany,L.1415507,,,,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1415507,,,https://medialib.naturalis.nl/file/id/L.1415507/format/large
4148127347,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1994-08-16,1994,PG,,"East Sepik Province, near Langu village, throught the adjacent swampland and ascending the buttress ridge to the mountain above.",-4.183333,142.733333,,40.0,Wayne N. Takeuchi,10055,MO,Tropicos,103342818,,W. Takeuchi,Tropicos,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:103342818,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101237000/397425A6-574D-4F5A-8598-DBDF5E20AF57.jpg;https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101237000/BCE29E09-C418-4EBF-9696-59641CABF841.jpg
1998541686,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1996-09-16,1996,PG,Chimbu,"Crater Mt. Wildlife Management Area, vicinity of Haia, main ridge of Mt. Widau",-6.716667,145.0,,758.5,W. N. Takeuchi,"11,208",A,A,barcode-01655773,,,Harvard University Herbaria: All Records,861e6afe-f762-11e1-a439-00145eb45e9a,362e0369-d204-4025-a748-9d5f797ebb91,http://data.huh.harvard.edu/362e0369-d204-4025-a748-9d5f797ebb91/image,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84,https://s3.amazonaws.com/huhspecimenimages/JPG/01655772.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655773.jpg
1999122366,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1996-09-16,1996,PG,Chimbu,"Crater Mt. Wildlife Management Area, vicinity of Haia, main ridge of Mt. Widau",-6.716667,145.0,,758.5,W. N. Takeuchi,"11,208",A,A,barcode-01655772,,,Harvard University Herbaria: All Records,861e6afe-f762-11e1-a439-00145eb45e9a,b8fb325b-4413-4ab3-a25f-2e996061381b,http://data.huh.harvard.edu/b8fb325b-4413-4ab3-a25f-2e996061381b/image,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84,https://s3.amazonaws.com/huhspecimenimages/JPG/01655772.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655773.jpg
197076678,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,HUMAN_OBSERVATION,1996-10-14,1996,PG,,Lakekamu Basin,-7.735,146.496,,,Joel Kulang,,Conservation International,17,60430,,,,4d749d70-e2e1-11dd-8102-b8a03c50a862,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES,
1998327832,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1999-08-12,1999,PG,Madang,"Josephstaal FMA area, coll.s around expedition Camp 2 at the Guam River",,,,,"W. N. Takeuchi, J. Wiakabu, M. Gorrez & A. Towati",13917,A,A,barcode-01655780,,,Harvard University Herbaria: All Records,861e6afe-f762-11e1-a439-00145eb45e9a,060de678-5dbb-4e8a-aef9-bbc792c813d9,http://data.huh.harvard.edu/060de678-5dbb-4e8a-aef9-bbc792c813d9/image,,https://s3.amazonaws.com/huhspecimenimages/JPG/01655780.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655781.jpg
1999414374,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,PRESERVED_SPECIMEN,1999-08-12,1999,PG,Madang,"Josephstaal FMA area, coll.s around expedition Camp 2 at the Guam River",,,,,"W. N. Takeuchi, J. Wiakabu, M. Gorrez & A. Towati",13917,A,A,barcode-01655781,,,Harvard University Herbaria: All Records,861e6afe-f762-11e1-a439-00145eb45e9a,fb2482a8-9ccb-4ac7-a45e-fdac39d52541,http://data.huh.harvard.edu/fb2482a8-9ccb-4ac7-a45e-fdac39d52541/image,,https://s3.amazonaws.com/huhspecimenimages/JPG/01655780.jpg;https://s3.amazonaws.com/huhspecimenimages/JPG/01655781.jpg
3327675390,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,HUMAN_OBSERVATION,2018-08-02T02:23,2018,ID,Papua,,-2.605065,140.063507,2167.0,,Mehd Halaouate,,iNaturalist,Observations,70808405,,Mehd Halaouate,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/70808405,https://www.inaturalist.org/observations/70808405,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,https://inaturalist-open-data.s3.amazonaws.com/photos/115180579/original.jpg
4465653481,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,HUMAN_OBSERVATION,2018-08-02T02:23,2018,ID,Papua,,-2.605065,140.063507,2167.0,,Mehd Halaouate,,iNaturalist,Observations,70808404,,Mehd Halaouate,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/70808404,https://www.inaturalist.org/observations/70808404,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,https://inaturalist-open-data.s3.amazonaws.com/photos/115180572/original.jpg
4465357225,Cyrtosperma cuspidispathum,Cyrtosperma cuspidispathum Alderw.,Cyrtosperma cuspidispathum Alderw.,ACCEPTED,HUMAN_OBSERVATION,2023-10-19T12:17:14,2023,ID,Papua,,-2.56357,140.099029,336.0,,Cheongweei Gan,,iNaturalist,Observations,188122673,,Jason Hernandez,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/188122673,https://www.inaturalist.org/observations/188122673,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,https://inaturalist-open-data.s3.amazonaws.com/photos/329162767/original.jpeg;https://inaturalist-open-data.s3.amazonaws.com/photos/329162782/original.jpeg;https://inaturalist-open-data.s3.amazonaws.com/photos/329162812/original.jpeg
2513713867,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1907-05-19,1907,ID,New Guinea,Nova Guinea neerlandica meridionalis.,,,,,Versteeg,Versteeg 1141,,Botany,L.1415511,,,,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1415511,,,https://medialib.naturalis.nl/file/id/L.1415511/format/large
2513715275,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1907-05-19,1907,ID,New Guinea,Nova Guinea neerlandica meridionalis.,,,,,Versteeg,Versteeg 1141,,Botany,L.1415510,,,,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1415510,,,https://medialib.naturalis.nl/file/id/L.1415510/format/large
2513715365,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1907-05-19,1907,ID,New Guinea,Nova Guinea neerlandica meridionalis.,,,,,Versteeg,Versteeg 1141,,Botany,L.1415512,,,,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1415512,,,https://medialib.naturalis.nl/file/id/L.1415512/format/large
912066328,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1999-03-11T00:00,1999,ID,,"Mount Jaya, Papua. Mimika Regency, PT-Freeport Indonesia Concession Area: Along Main Road, near Mile 18-19.",-4.65,136.883333,,10.0,"Johns, R.J.",9831,K,Spirit,64273.000,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/64273.000,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_NEGATED_LATITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,
912066344,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1999-03-11T00:00,1999,ID,,"Mount Jaya, Papua. Mimika Regency, PT-Freeport Indonesia Concession Area: Along Main Road, near Mile 18-19.",-4.65,136.883333,,10.0,"Johns, R.J.",9831,K,Spirit,64272.000,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/64272.000,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_NEGATED_LATITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,
912067880,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1999-03-11T00:00,1999,ID,,"Mount Jaya, Papua. Mimika Regency, PT-Freeport Indonesia Concession Area: Along Main Road, near Mile 18-19.",-4.65,136.883333,,10.0,"Johns, R.J.",9831,K,Spirit,70000.016,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/70000.016,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_NEGATED_LATITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,
912067893,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1999-03-11T00:00,1999,ID,,"Mount Jaya, Papua. Mimika Regency, PT-Freeport Indonesia Concession Area: Along Main Road, near Mile 18-19.",-4.65,136.883333,,10.0,"Johns, R.J.",9831,K,Spirit,70000.015,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/70000.015,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_NEGATED_LATITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,
912067915,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1999-03-11T00:00,1999,ID,,"Mount Jaya, Papua. Mimika Regency, PT-Freeport Indonesia Concession Area: Along Main Road, near Mile 18-19.",-4.65,136.883333,,10.0,"Johns, R.J.",9831,K,Spirit,70000.075,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/70000.075,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_NEGATED_LATITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,
912067946,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1999-03-11T00:00,1999,ID,,"Mount Jaya, Papua. Mimika Regency, PT-Freeport Indonesia Concession Area: Along Main Road, near Mile 18-19.",-4.65,136.883333,,10.0,"Johns, R.J.",9831,K,Spirit,70000.065,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/70000.065,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_NEGATED_LATITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,
4519384340,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1999-03-11T00:00,1999,PG,,"Along Main Road, near Mile 18-19",-4.65,136.883333,,10.0,"Johns, R.J.; Puradyatmika, P.; Edwards, P.; Willis, F.; Utteridge, R.; Wise, R.; Soetrisno; Hansa; Arie",9831,K,Herbarium,K000577083,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000577083,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://d2jcv3kl45hlgi.cloudfront.net/84e9e92abac9228a1382a2dbabd7ea83.jpg
4519442053,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1999-03-11T00:00,1999,PG,,"Along Main Road, near Mile 18-19",-4.65,136.883333,,10.0,"Johns, R.J.; Puradyatmika, P.; Edwards, P.; Willis, F.; Utteridge, R.; Wise, R.; Soetrisno; Hansa; Arie",9831,K,Herbarium,K001611369,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K001611369,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://d2jcv3kl45hlgi.cloudfront.net/ace1cba54be358ae18d19d8b0e0b5ef2.jpg
4519447092,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1999-03-11T00:00,1999,PG,,"Along Main Road, near Mile 18-19",-4.65,136.883333,,10.0,"Johns, R.J.; Puradyatmika, P.; Edwards, P.; Willis, F.; Utteridge, R.; Wise, R.; Soetrisno; Hansa; Arie",9831,K,Herbarium,K001611370,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K001611370,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://d2jcv3kl45hlgi.cloudfront.net/c6900ddbafdab44abc810cde3fabaeb0.jpg
4519457005,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1999-03-11T00:00,1999,PG,,"Along Main Road, near Mile 18-19",-4.65,136.883333,,10.0,"Johns, R.J.; Puradyatmika, P.; Edwards, P.; Willis, F.; Utteridge, R.; Wise, R.; Soetrisno; Hansa; Arie",9831,K,Herbarium,K001666885,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K001666885,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://d2jcv3kl45hlgi.cloudfront.net/5c9f23f6b230295d9e7ad7050dc7cf81.jpg;https://d2jcv3kl45hlgi.cloudfront.net/27721c2ad78d734903a64c1e3aa95285.jpg;https://d2jcv3kl45hlgi.cloudfront.net/d0b5f71f351807873bcda2f1e103d26b.jpg;https://d2jcv3kl45hlgi.cloudfront.net/a134b2a3d4cb6843fee78f285505098b.jpg
4519462093,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,1999-03-11T00:00,1999,PG,,"Along Main Road, near Mile 18-19",-4.65,136.883333,,10.0,"Johns, R.J.; Puradyatmika, P.; Edwards, P.; Willis, F.; Utteridge, R.; Wise, R.; Soetrisno; Hansa; Arie",9831,K,Herbarium,K001666886,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K001666886,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://d2jcv3kl45hlgi.cloudfront.net/2b2bb104f93334d4a17101969f0e3f38.jpg;https://d2jcv3kl45hlgi.cloudfront.net/a8dec6a7ec09e2bfc4dba52415ddb4b8.jpg;https://d2jcv3kl45hlgi.cloudfront.net/a7f7db92b912e4225085c632e7b15f69.jpg;https://d2jcv3kl45hlgi.cloudfront.net/1ace9c423a9365a8353862d709c7be1d.jpg
912067888,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,2000-05-09T00:00,2000,ID,,"Mount Jaya, Papua. Mimika Regency, PT-Freeport Indonesia Concession Area: Road to Portsite.",,,,15.0,"Johns, R.J.",10638,K,Spirit,70000.049,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/70000.049,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,
912067919,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,2000-05-09T00:00,2000,ID,,"Mount Jaya, Papua. Mimika Regency, PT-Freeport Indonesia Concession Area: Road to Portsite.",,,,15.0,"Johns, R.J.",10638,K,Spirit,70000.048,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/70000.048,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,
912067959,Cyrtosperma giganteum,Cyrtosperma giganteum Engl.,Cyrtosperma giganteum Engl.,ACCEPTED,PRESERVED_SPECIMEN,2000-05-09T00:00,2000,ID,,"Mount Jaya, Papua. Mimika Regency, PT-Freeport Indonesia Concession Area: Road to Portsite.",,,,15.0,"Johns, R.J.",10638,K,Spirit,70000.067,,"Hay, A.",,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/70000.067,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,
